Original Dist2 [id: 1]
2.04352	2.80286	
-1.86362	-1.96075	
3.21575	18.7237	
2.43834	14.548	
-4.18147	-3.5285	
5.33216	-6.56701	
7.43889	-11.1971	
11.5378	-3.60415	
0.812025	-0.384341	
-0.788219	4.32885	
0.515293	11.7136	
6.10191	4.62798	
3.09596	4.61358	
5.53189	-4.33097	
4.86194	12.2649	
5.40801	10.0577	
9.92724	2.15114	
-3.19436	-0.870818	
-0.967986	18.2412	
8.73148	2.11752	
3.41763	11.5559	
0.504088	-2.00227	
4.27162	-15.0035	
5.06553	4.12214	
3.71434	-1.74503	
5.0767	9.67928	
6.83681	-3.71461	
1.70219	-1.39783	
1.61747	4.87004	
10.9641	-0.167348	
9.14549	-3.53457	
6.34491	-0.654124	
-1.61321	-4.65484	
11.3231	-3.74673	
6.86065	-3.12313	
12.9503	1.01083	
0.146234	6.22237	
3.9787	5.35521	
-4.35155	-0.847513	
1.24623	-6.44363	
2.16153	7.10762	
3.5666	-1.34454	
6.4947	0.471698	
6.23081	18.5048	
4.80693	11.0991	
2.93221	-5.64879	
4.67704	-5.42574	
1.26978	18.8629	
7.74836	-0.564241	
10.527	-9.3942	
13.914	-7.29557	
-3.36631	0.212177	
-0.893552	14.5254	
8.62649	1.32318	
3.71432	-5.12147	
14.0259	13.559	
8.19334	13.788	
3.92207	-3.52312	
-2.97009	2.74852	
2.5644	6.14262	
3.59453	9.30347	
9.0089	-10.6044	
3.96947	17.8752	
-3.55454	6.92003	
-2.95571	2.1328	
2.23179	11.5933	
7.47478	-1.07934	
14.1703	-20.654	
5.49542	-13.9964	
5.08378	2.19179	
4.44838	-1.96223	
-1.21944	-0.324416	
8.84874	5.09944	
8.58934	0.514744	
10.3955	-0.221045	
11.6578	-6.69143	
11.3	10.7145	
0.955191	-0.541474	
-3.14657	15.3073	
3.61737	18.529	
-1.26048	3.36591	
10.5849	5.29471	
-3.2977	9.09851	
4.71377	13.0674	
0.226811	7.98984	
10.8862	6.15489	
6.22118	11.424	
1.33746	6.09721	
2.19076	6.35629	
2.69877	2.02093	
3.37224	8.48868	
6.51068	1.39486	
10.436	0.795009	
4.0408	-6.5925	
5.8399	9.0227	
-0.722319	3.70398	
13.1802	-2.34489	
0.276053	10.5973	
5.16364	0.867251	
7.34141	3.15939	
0.800622	-1.80381	
3.38857	2.35417	
5.19948	2.83867	
13.8631	-15.0222	
3.95371	-10.2072	
3.4386	-9.25607	
1.4726	25.2737	
0.213841	2.05435	
2.32851	12.0536	
1.49395	16.373	
6.24352	18.4225	
6.00645	23.4235	
4.68179	15.9793	
1.90605	5.50672	
9.768	3.09124	
1.4982	-3.53184	
4.91188	7.99706	
8.20988	14.9331	
3.96544	-1.82698	
0.906955	4.39431	
