Original Dist1 [id: 0]
0.56966	1.7169	
-0.329483	1.3042	
1.919	1.78528	
1.14079	2.44441	
1.07771	-2.06538	
3.61055	1.34818	
0.779543	0.839416	
-0.293523	2.14545	
0.950359	-0.00326483	
1.04256	0.850488	
-0.407494	3.44699	
1.22043	1.11054	
1.40428	1.06503	
-0.303983	1.26165	
0.821686	0.819975	
2.24029	3.4673	
3.59872	0.996905	
-0.012026	0.664011	
-0.604915	1.01149	
1.96349	0.532382	
1.33115	1.87699	
-0.269895	1.09273	
1.71476	0.121256	
3.16923	-0.845944	
-0.246229	2.33306	
1.25543	0.36236	
0.618474	1.86246	
0.191215	0.875373	
1.11904	1.73852	
-0.124838	-0.296208	
-2.00782	1.12273	
1.93566	1.03612	
0.579603	2.31348	
1.85513	1.15255	
1.67284	-1.11407	
1.5196	-0.323381	
1.84279	0.567423	
0.693916	0.960486	
1.36521	0.589657	
-1.09537	1.71814	
1.75016	0.125875	
0.0263362	1.03958	
0.0456911	-0.0224503	
2.68816	-0.185071	
-0.24086	0.185296	
1.5063	0.713294	
1.24736	1.73998	
0.719051	2.98601	
0.672046	2.18073	
3.62905	1.19714	
2.14442	-1.91127	
3.3469	0.607268	
1.6283	1.9698	
-1.05037	0.256116	
2.58835	1.91878	
-0.853536	1.46191	
1.97029	2.44847	
-0.628078	0.960134	
1.52589	0.133315	
2.12837	1.24101	
-0.0915027	0.719162	
1.76485	-0.106158	
1.7614	0.624752	
0.90843	2.90665	
1.26179	0.854752	
2.74325	2.1081	
0.75739	1.77354	
0.616742	1.48446	
1.16249	-0.0244204	
1.13386	0.975631	
0.0717705	1.81255	
-0.262662	0.972021	
0.515767	1.4288	
0.115623	1.31816	
2.6808	1.93087	
2.24743	0.684727	
-0.781772	0.322765	
1.14114	-1.42548	
2.52766	1.8753	
0.41528	3.68473	
2.22887	0.59789	
0.722333	0.760473	
1.93211	1.9021	
1.93201	1.93193	
-0.132457	2.38556	
0.444582	0.789473	
2.18868	1.31123	
0.118799	0.92327	
1.56547	-0.955705	
2.17726	0.686895	
1.97836	1.57683	
1.93869	0.517418	
1.19841	-0.12679	
-0.46007	1.16699	
0.0462463	1.01071	
0.641404	2.50967	
0.442039	2.21969	
0.735644	2.11263	
0.702619	1.33605	
1.63677	2.26805	
2.20063	0.268808	
1.17039	-0.410788	
0.0102519	1.29279	
1.55726	1.82242	
0.726738	-0.586432	
1.47296	0.283069	
2.51609	1.11448	
0.0371913	0.433853	
0.236542	-0.928962	
0.859453	0.190498	
1.26174	1.41172	
1.60273	2.74025	
0.766161	0.742505	
1.42806	0.878867	
1.19777	0.0882961	
0.121237	3.44677	
0.770563	-0.675284	
2.01227	1.11809	
1.04725	-0.130487	
1.48848	3.21574	
0.230629	1.21135	
-0.255118	0.286194	
1.9709	1.44121	
0.606219	1.64918	
0.764637	0.662354	
1.15183	1.47923	
0.803101	2.33697	
-0.22192	-0.392078	
2.06191	2.55549	
-0.371536	2.10058	
1.72868	1.47567	
0.02799	1.20369	
1.55139	0.840714	
-0.536377	1.43172	
0.963568	0.682128	
0.562346	-0.97433	
0.890734	-0.140136	
1.31349	2.59963	
-0.734938	0.032961	
-0.437534	0.486925	
1.27356	0.158093	
2.22936	0.784564	
1.36539	0.481989	
0.0539937	1.77173	
0.74804	1.09047	
0.433929	0.577956	
0.866891	-0.0848285	
1.17648	1.82055	
0.0221682	1.88535	
1.2561	3.45565	
1.11966	-0.308159	
0.208928	0.585759	
1.94495	-0.0557877	
2.21474	1.21239	
1.40194	-0.117752	
0.944071	0.612207	
0.897317	1.0361	
1.6648	1.05548	
2.39616	2.93901	
2.54764	1.43254	
1.93424	1.69287	
0.607056	2.04385	
0.852112	0.47668	
1.25847	0.584782	
1.51332	0.757317	
0.260286	-0.0128575	
0.74981	0.265235	
0.110989	0.545691	
-0.271334	2.20436	
1.86423	1.71869	
0.494077	0.812404	
1.09182	0.82127	
1.54205	0.0777514	
-0.181224	-0.135157	
1.27201	-0.0542665	
0.580655	0.814092	
1.6704	1.95921	
1.98793	-0.938395	
2.50989	2.56758	
2.15484	1.73063	
1.1456	-1.05254	
2.09184	1.44824	
2.12848	1.24856	
-0.277494	0.474473	
0.946282	0.509001	
0.847613	0.3859	
2.86665	0.392595	
